ConsolidatedWarehouseID,PIMCoreWarehouseID,Name,isSeller,isSweepable,IsSatellite,IsResupplier,IsBDWP,IsCustomerPickup,PostalCode,Deleted,Address,City,StateProv,CountryID,BDWPName,CarrierID,AliasName,ContactFirstName,ContactLastName,Phone,Email,Fax,IsSchneiderRating
2000222,70390,"Jiaxing Mindo Outdoor Products Co., Ltd",TRUE,TRUE,,,0,0,314000,0,"166 Jaikai Road, Xiuzhou District",Jiaxing,Zhejiang,16,,,"S - Jiaxing Mindo Outdoor Products Co., Ltd - Jiaxing - Zhejiang - 314000",Yuki,You,86 573 83996623,sales5@mindo.com,86 573 83996627,
2000223,70200,Jinlei,TRUE,TRUE,,,0,0,311301,0,"#78 Qingxian Road, Linglong district, Lin'an",Hangzhou,Zhejiang,16,,,S - Jinlei - Hangzhou - Zhejiang - 311301,Ada Wu,Feng Zheng,8.6571638158E+12,oulidawpc@gmail.com;info@chinesewpc.com,8657163815816,
2000224,70187,"Jinping Mid-Road, Huangjin Development Zone",TRUE,TRUE,,,0,0,341000,0,"Jinping Mid-Road, Huangjin Development Zone",Guangzhou,Jiangxi Province,16,,,"S - Jinping Mid-Road, Huangjin Development Zone - Guangzhou - Jiangxi Province - 341000",Lily or Eric,,797-8372268,lily@preciousbamboo.com;eric@preciousbamboo.com;johndavies@builddirect.com,797-8372099,
2000225,70208,Innovastep GA,TRUE,,,,0,0,30724,0,Universal Marketing Plant #2 4125 Highway 411N,Eton,GA,225,,,S - Innovastep - Eton - GA - 30724,Anna,Mastrangelo,(706)517-7970,anna.mastrangelo@sympatico.ca,1-888-509-5115,
2000226,70210,Innovastep MD,TRUE,,,,0,0,21014,0,10 South Hays Street,Bel Air,MD,225,,,S - Innovastep - Forest Hill - MD - 21050,Doug,Hentz,800 997 7604,anna.mastrangelo@sympatico.ca,,
2000227,70215,KALESERAMIK CANAKKALE KALEBODUR SERAMIK SAN,TRUE,,,,0,0,,0,,CANAKKALE,CANAKKALE,213,,,S - KALESERAMIK CANAKKALE KALEBODUR SERAMIK SAN - CANAKKALE,Mert,Ercomert,,mertercomert@kale.com.tr,,
2000228,70227,"Kim My Tuyen Co., Ltd",TRUE,,,,0,0,84,0,"21/58 Quater 8, Tam Hiep Ward",Bien Hoa,Dong Nai,188,,,"S - Kim My Tuyen Co., Ltd - Bien Hoa - Dong Nai - 84",Mr Klen,,84613812400,saleskimmytuyen@gmail.com,84618822473,
2000229,70941,Kitchener ON,TRUE,,,,0,0,N2P2T5,0,2 Wagon Street,Kitchener,ON,9,,,S - Kitchener - ON - N2P2T5,,,,,,
2000230,70231,Kootenay Innovative Wood Ltd.,TRUE,,,,0,0,V0G2G0,0,"PO Box 130, 3020 South Slocan Station Road",South Slocan,BC,9,,,S - Kootenay Innovative Wood Ltd. - South Slocan - BC - V0G2G0,Cheryl,Silva,250-359-8050,cheryl@kiwood.com,,
2000231,69995,Kress - Chicago,TRUE,,,,0,0,60446,0,868 West Crossroads Parkway,Romeoville,IL,225,,,S - Kress - Chicago - Romeoville - IL - 60446,Glen,Surwillo,847 783 4940,kbrown@lesaint.com,,
2000232,69997,Kress - El Monte,TRUE,,,,0,0,91731,0,9617 E. Valley Blvd,El Monte,CA,225,,,S - Kress - El Monte - CA - 91731,Mike,J,908 355-8300,dammy.kress@gmail.com;;;dammy_kress@yahoo.com.tw,,
2000234,70246,Kronotex - Graniteville SC,TRUE,,,,0,0,29829,0,155 Ascauga Lake Road,Graniteville,SC,225,,,S - Kronotex - Graniteville - SC - 29829,Diann,Melton,803-541-3468,sbabb@kronotexusa.com,,
2000235,70248,Kronotex - Ontario CA,TRUE,,,,0,0,91761,0,820 S Vintage Ave Suite B,Ontario,CA,225,,,S - Kronotex - Ontario - CA - 91761,Diann,Melton,803-541-3468,sbabb@kronotexusa.com,,
2000236,70250,Barnwell - Houston,TRUE,,,,0,0,77029,0,"10,000 N. Loop E.",Houston,TX,225,,,S - Barnwell - Houston - TX - 77029,Justin,Pugmire,803 541-3468,sray@kronotexusa.com,,
2000238,70277,Lansdale,TRUE,,,,0,0,18936,0,130 Domorah Drive,Montgomeryville,PA,225,,,S - Lansdale - Montgomeryville - PA - 18936,Lisa,Lowe,215 643 6459,seanyu@linka-online.com,,
2000239,70262,LB International,TRUE,,,,0,0,11788,0,150 Engineers Road,Hauppauge,NY,225,,,S - LB International - Hauppauge - NY - 11788,Craig,Margolin,631-236-4400,cmargolin@lbimports.com;lisascaringi@yahoo.com,,
2000240,70741,Leixoes,TRUE,,,,0,0,,0,,Leixoes,,162,,,S - Leixoes,,,,,,
2000241,70304,Linco - Ontario,TRUE,,,,0,-1,91710,0,"13626 Monte Vista Ave,  Ste B",Chino,CA,225,,,"S - Linco - Chino, CA","Oscar Lin, Ben Lin",,866-546-2630,oscar@lincoenterprises.com;;ben@lincoenterprises.com,9096059200,-1
2000242,70306,Linco - Rancho Cucamonga,TRUE,,,,0,0,91730,0,9047 Bridgeport Place,Rancho Cucamonga,CA,225,,,S - Linco - Rancho Cucamonga - CA - 91730,"Oscar Lin, Ben Lin",,866-546-2630,oscar@lincoenterprises.com;;ben@lincoenterprises.com,9096059200,
2000243,70300,"Linhai L&T Fiberglass Manufacturing Co.,Ltd",TRUE,,,,0,0,317000,0,1# Deren Road,Linhai,Zhejiang,16,,,"S - Linhai L&T Fiberglass Manufacturing Co.,Ltd - Linhai - Zhejiang - 317000",Victor,Lynn,86 576 85128676,victor@lt-lh.com;qianqianlin10006@126.com;;cadiemyers@builddirect.com,86 576 85179888,
2000244,70279,Linka Building Supplies,TRUE,,,,0,0,19440,0,"777 Schwab Rd, Unit L",Hatfield,PA,225,,,S - Linka Building Supplies - Hatfield - PA - 19440,Sean,Yu,215 802-9888,seanyu@linka-online.com,,
2000245,70281,Linka Building Supplies IL,TRUE,,,,0,0,60119,0,217 Paul Street,Elburn,IL,225,,,S - Linka Building Supplies - Elburn - IL - 60119,Sean,Yu,215 570 2029,linka4u@gmail.com,,
2000246,70283,Linka Building Supplies PA,TRUE,,,,0,0,19454,0,501 Dickerson Road,North Wales,PA,225,,,S - Linka Building Supplies - North Wales - PA - 19454,Angelina,Huang,215 803-9888,seanyu@linka-online.com,,
2000247,70285,Linka China,TRUE,,,,0,0,,0,"Room 9A, 823 Neng-Qun Building South Hubin Road",Xiamen,,16,,,S - Linka China - Xiamen,Angelina,Huang,215 803-9888,seanyu@linka-online.com,,
2000248,70287,Linka-WMG CA,TRUE,,,,0,0,91803,0,616 S Marengo Ave,Alhambra,CA,225,,,S - Linka-WMG CA  - Alhambra - CA - 91803,William,Zhai,626 500-9655,wmgwarehouse@gmail.com,626-737-8567,
2000249,70314,Longterm Global Inc.,TRUE,,,,0,0,91710,0,5191 G St.,Chino,CA,225,,,S - Longterm Global Inc. - Chino - CA - 91710,David,Wang,949-878-6558,david@longtermglobal.com,,
2000250,70320,"Lucas BBQ Co., Ltd - Grilltown",TRUE,,,,0,0,V3W0R6,0,Unit 110 7750 128 Street,Surrey,BC,9,,,"S - Lucas BBQ Co., Ltd - Grilltown - Surrey - BC - V3W0R6",Sam,Bedi,604-630-5398 EXT. 202,sam@grilltown.com;sally@lucasbbq.com;jennifer@lucasbbq.com;eva@lucasbbq.com,18779258203,
2000251,70478,M Rock,TRUE,,,,0,0,24963,0,Rt. 219 Fountain Springs Industrial Park Drive,Peterstown,WV,225,,,S - M Rock - Peterstown - WV - 24963,Andy,Meadows,866-896-7625,andy@m-rockstone.com,304-753-5058,
2000252,70324,Madeplast - Parana,TRUE,,,,0,0,,0,ROD BR-116 km130,CIMAN - Mandirituba,Parana,203,,,S - Madeplast - CIMAN - Mandirituba - Parana,"Odd Einar, Guilherme","Rorstad, Bampi",+55(41)3045-4050,odd.rorstad@fenixcore.com;guilherme@madeplast.com.br;johndavies@builddirect.com,,
2000253,70331,MAGarden,TRUE,,,,0,0,315040,0,"RM.803, No.9 Dabu Street",Ningbo,Zhejiang,225,,,S - MAGarden - Ningbo - Zhejiang - 315040,Mike,Lee,"0086 574 87708608,87708315,87724183",mikeliyi@magic-leisure.com,0086 574 87708508,
2000254,71045,Makassar,TRUE,,,,0,0,,0,Port of,Makassar,,82,,,S - Makassar,David,Liang,613 592-6841,d20.liang@gmail.com;;ekado.evy@gmail.com,613 592-6841,
2000255,70357,Marble Systems_Fairfax,TRUE,,,,0,-1,22031,0,2737 Dorr Avenue,Fairfax,VA,225,,,S - Marble Systems - Fairfax - VA - 22031,Emel,Yenigun,703 204 1818,emel@marblesystems.com,703 204 18888,
2000256,70349,Marmoles CA Location,TRUE,,,,0,0,90640,0,7895 Telegraph Road,Montebello,CA,225,,,S - Marmoles - Montebello - CA - 90640,Jimmy,Black,210-495-6863,j.black@marmoleusa.com;ali.lopez@marmolesusa.com;ricardo.cohn@marmolesusa.com,210-495-6862,
2000257,70351,Marmoles El Paso SA DE  CV,TRUE,,,,0,0,27290,0,"197 Alfonso Gomez Torres, Ciudad Industrial",Torreon,Coah,121,,,S - Marmoles El Paso SA DE  CV - Torreon - Coah - 27290,Jorge,Cohn,52-87-1750-6304,Jorge@marmoleselpaso.com,,
2000258,70353,Marmoles TX Location,TRUE,,,,0,0,78230,0,"4335 Vance Jackson, Bldg 4",San Antonio,TX,225,,,S - Marmoles - San Antonio - TX - 78230,Jimmy,Black,210-495-6863,j.black@marmoleusa.com;ali.lopez@marmolesusa.com;ricardo.cohn@marmolesusa.com,210-495-6862,
2000260,70339,Marys River Montesano,TRUE,,,,0,0,98563,0,15 Boat Launch Rd,Montesano,WA,225,,,S - Marys River - Montesano - WA - 98563,"Raymond, Larry","Luther, Petree",800 523-2052,raymondl@marysrvr.com;;petreel@marysrvr.com,541 752-0218,
2000261,70363,Mason's Mark Stone Veneer Corp.,TRUE,,,,0,0,15431,0,"119 ICMI Road, Building 2 (Rear)",Dunbar,PA,225,,,S - Mason's Mark Stone Veneer Corp. - Dunbar - PA - 15431,Shawn;Chris,Miller,724-562-3719,shawn.miller@masonsmarkstone.com;chris.miller@masonsmarkstone.com,,
2000262,70368,Master Mark Plastics,TRUE,,,,0,0,56362,0,210 Ampe Drive,Paynesville,MN,225,,,S - Master Mark Plastics - Paynesville - MN - 56362,Jim,Freeman,320-243-7318,jim.freeman@mastermark.com;johndavies@builddirect.com,320-243-7320,
2000263,70372,"Max Lifestyle Co., Limited",TRUE,,,,0,0,314022,0,"Chunfeng Road, Caozhuang Town, Nanhu District",Jiaxing,Zhejiang,16,,,"S - Max Lifestyle Co., Limited - Jiaxing - Zhejiang - 314022",Dawn,Yu,0086-573-83303898,sale4@cn-unite.com,0086-573-83303897,
2000264,70119,Mayne - Alliance,TRUE,,,,0,0,44601,0,500 West Main St,Alliance,OH,225,,,S - Mayne - Alliance - Alliance - OH - 44601,Dale,Bondy,866-363-8834,daleb@gomayne.com,866-363-8836,
2000265,70121,Mayne - London,TRUE,TRUE,,,0,0,,0,105 Midpark Rd Unit 1,London,ON,225,,,S - Mayne - London - ON,Dale,Bondy,866-363-8834,daleb@gomayne.com,866-363-8836,
2000266,70453,MCR,TRUE,TRUE,,,0,0,45891,0,1042 Westwood Dr.,Van Wert,OH,225,,,S - MCR - Van Wert - OH - 45891,Denise,Roth,419-232-2405,droth@mpglobalproducts.com;sberheide@centurylink.net;moderncorkandrubber@centurylink.net,,
2000267,70385,Mekmer,TRUE,TRUE,,,0,0,,0,Port of,Izmir,,213,,,S - Mekmer - Izmir,Sukru,Goren,90-258-274-6260,mehmet@mekmer.com,90-532-404-5051,
2000268,69842,Merchants Transfer,TRUE,TRUE,,,0,0,36571,0,150 Jacintoport Boulevard,Saraland,AL,225,,,S - Merchants Transfer - Saraland - AL - 36571,Ben,Taul,251-300-2980,btaul@merchantstransfer.com,,
2000269,70537,MGM Flooring,TRUE,TRUE,,,0,0,211212,0,"Ind. Area of Dongping Town, Lishui County",Nanjing,Jiangsu,16,,,S - MGM Flooring - Nanjing - Jiangsu - 211212,Bob,,0086 25-56616568,mgmfloor@live.com,0086 137 7507 8570,
2000270,70943,Michigan,TRUE,TRUE,,,0,0,49504,0,230 Jay Street,Coldwater,MI,16,,,S - Michigan  - Coldwater - MI - 49504,Rob,Kuepfer,519 589 2334,,,
2000271,70525,Middle Tennessee Lumber TN,TRUE,TRUE,,,0,0,37029,0,240 Gum Branch Road,Burns,TN,225,,,S - Middle Tennessee Lumber - Burns - TN - 37029,Paige,Mathews,615-740-5100,pmathews@middletennlumber.com,615-446-2048,
2000272,69980,Midwest Cushion Brokers,TRUE,TRUE,,,0,0,48876,0,325 Wright Industrial PKWY,Poterville,MI,225,,,S - Midwest Cushion Brokers - Poterville - MI - 48876,Tamara,Shriner,517-645-0001,drshriner@yahoo.com; sales@floover.com; toni.martinez@floover.com; logistics2@floover.com,,
2000273,70799,Millville,TRUE,TRUE,,,0,0,8332,0,"7 Eastwood Ste, Ste K",Millville,NJ,225,,,S - Millville - NJ - 8332,Tracey,Riggins,856 413-1148,tim@fencecenter.com;rusty@soncoww.com;jeremy@fencecenter.com;Danny@sonco.com,856 413-1152,
2000274,70395,Moldings Online-MN,TRUE,TRUE,,,0,0,55113,0,2224 Terminal Road,Roseville,MN,225,,,S - Moldings Online - Roseville - MN - 55113,Deb/Brian,Dragich/Duke,888 783-0374,customerservice@moldingsonline.com,651 631-3705,
2000275,70399,Momeni Distribution Center,TRUE,TRUE,,,0,0,30354,0,3490 Hamilton,Atlanta,GA,225,,,S - Momeni Distribution Center - Atlanta - GA - 30354,Hadi,Sattari,4047675320,nader@momeni.com;hadi@momeni.com,,
2000276,70407,Mono Serra CA,TRUE,TRUE,,,0,0,90745,0,22941 South Wilmington Ave,Carson,CA,225,,,S - Mono Serra - Carson - CA - 90745,Sandra,Cano,3102216581,Sandra.cano@dbschenker.com,,
2000277,70409,Mono Serra FL,TRUE,,,,0,0,33182,0,"Suite 100, 1800 NW 133rd Ave",Miami,FL,225,,,S - Mono Serra - Miami - FL - 33182,Lidia,Ovalles,(305)639-5365,lidia.ovalles@dbschenker.com,,
2000278,70411,Mono Serra Group Bamboo Montreal,TRUE,,,,0,0,H9B2P5,0,12 Hotel De Ville,Dollard-des-Ormeaux,QC,9,,,S - Mono Serra Group Bamboo Montreal - Dollard-des-Ormeaux - QC - H9B2P5,Chris,LeCours,514-684-4545,chris@monoserra.com,,
2000279,70413,Mono Serra NC,TRUE,,,,0,0,27405,0,801 Warehouse Street,Greensboro,NC,225,,,S - Mono Serra - Greensboro - NC - 27405,Doris,Gosney,3364823087,,3362712084,
2000280,70415,Mono Serra NJ,TRUE,,,,0,0,7114,0,896 Frelinghuysen Avenue,Newark,NJ,225,,,S - Mono Serra - Newark - NJ - 7114,Dick,Maimone,973-954-2000,dick.maimone@dbschenker.com,,
2000282,70455,MP Global,TRUE,,,,0,0,30043,0,2410 Technology Centre Parkway,Lawrenceville,GA,225,,,S - MP Global - Lawrenceville - GA - 30043,Jerry,Headrick,770-338-0556,,,
2000283,70457,MP Global - NE,TRUE,,,,0,0,68702,0,2500 Old Hadar Road,Norfolk,NE,225,,,S - MP Global - Norfolk - NE - 68702,Carl,Fuelberth,402-379-9695,cfuelberth@mpglobalproducts.com,402-379-9737,
2000284,70459,MP Global - OH,TRUE,,,,0,0,45891,0,1042 Westwood Drive,Van Wert,OH,225,,,S - MP Global - Van Wert - OH - 45891,Jason,McPherson,513-892-7222,Jason.mcpherson@pliusa.com,,
2000285,70461,MP Global - VersaStick,TRUE,,,,0,0,7012,0,60 Webro Road,Clifton,NJ,225,,,S - MP Global - VersaStick - Clifton - NJ - 7012,Carl,Fuelberth,402-379-9695,cfuelberth@mpglobalproducts.com,402-379-9737,
2000286,70463,MP Global Products,TRUE,,,,0,0,7876,0,15 Main St.,Succasunna,NJ,225,,,S - MP Global Products - Succasunna - NJ - 7876,Carl,Fuelberth,402-379-9695,cfuelberth@mpglobalproducts.com,402-379-9737,
2000287,70484,"MSI, Arizona, AZ",TRUE,,,,0,-1,85043,0,4910 W. Roosevelt St.,Phoenix,AZ,225,,,"S - MSI, Arizona - Phoenix - AZ - 85043",Shipping,,714 685 5420,lovely@msistone.com,,
2000288,70486,"MSI, Austell, GA",TRUE,,,,0,-1,30168,0,7950 Troon Circle,Austell,GA,225,,,S - MSI - Austell - GA - 30168,Lovely,,714 685 5420,uswg.build@msistone.com,,
2000289,70488,"MSI, Braintree, MA",TRUE,,,,0,-1,2184,0,116 Lundquist Dr,Braintree,MA,225,,,S - MSI - Braintree - MA - 2184,Shipping,,714 685 5420,lovely@msistone.com,,
2000290,70490,"MSI, Dallas, TX",TRUE,,,,0,-1,75234,0,"12845 Valley Branch Lane, Suite 100",Farmers Branch,TX,225,,,S - MSI Dallas - Farmers Branch - TX - 75234,Cacho;Mukund,,714 685 5420,9ing@msistone.com;mukund@msistone.com,,
2000291,70492,"MSI, Deerfield, FL",TRUE,,,,0,-1,33442,0,2900 SW 15th Street,Deerfield Beach,FL,225,,,S - MSI -  Deerfield Beach - FL - 33442,"Dipen, Tejas",Patel,714 685 5420,msi_florida@msistone.com,,
2000292,70494,"MSI, Edison, NJ",TRUE,,,,0,-1,8817,0,45 Brunswick Ave,Edison,NJ,225,,,S - MSI - Edison - NJ - 8817,Shipping,,714 685 5420,lovely@msistone.com,,
2000293,70496,"MSI, Elk Grove Village, IL",TRUE,,,,0,-1,60007,0,1441 Jarvis Ave,Elk Grove Village,IL,225,,,S - MSI - Elk Grove Village - IL - 60007,Darshan,,714 685 5420,uswg.build@msistone.com,714 685-7549,
2000294,70498,"MSI, Farmers Branch, TX",TRUE,,,,0,-1,75234,0,"12845 Valley Branch Lane, Suite 100",Farmers Branch,TX,225,,,S - MSI - Farmers Branch - TX - 75234,Appointment,Phone,714 685 5420,lovely@msistone.com,,
2000295,70500,"MSI, Hayward, CA",TRUE,,,,0,-1,94541,0,22300-B Hathaway Ave.,Hayward,CA,225,,,S - MSI - Hayward - CA - 94541,Lovely,Makaalikal,714 685 5420,lovely@msistone.com,,
2000296,70502,"MSI, Houston, TX",TRUE,,,,0,-1,77039,0,14777 Chrisman Road,Houston,TX,225,,,S - MSI - Houston - TX - 77039,Pankaj,,714 685 5420,uswg.build@msistone.com,714 685-7549,
2000297,70504,"MSI, Jessup, MD",TRUE,,,,0,-1,20794,0,7595 Montevideo Rd Suite #200,Jessup,MD,225,,,S - MSI - Jessup - MD - 20794,Lovely,,714 685 5420,lovely@msistone.com,,
2000298,70506,"MSI, Orange, CA",TRUE,,,,0,-1,92865,0,2095 N. Batavia,Orange,CA,225,,,S - MSI - Orange - CA - 92865,Lovely,,714 685 5420,lovely@msistone.com,,
2000299,70508,"MSI, Pompano Beach, FL",TRUE,,,,0,-1,33442,0,2900 SW 15th Street,Deerfield Beach,FL,225,,,"S - MSI, Pompano Beach - Deerfield Beach - FL - 33442",Jatin,Amin,714 685 5420,uswg.build@msistone.com,954 247-0801,
2000300,70510,"MSI, Seattle, WA",TRUE,,,,0,-1,98108,0,5930 4th Ave South,Seattle,WA,225,,,S - MSI - Seattle - WA - 98108,Chinar,P,714 685 5420,chinar@msistone.com,,
2000301,70521,MStone India,TRUE,,,,0,0,122001,0,"T 7/7 ,dlf 3",Gurgaon,NCR,80,,,S - MStone India - Gurgaon - NCR - 122001,TJ,Mehta,214-432-0264,tj@mstone.us.com;info@mstone.us.com;accounts@mstone.us.com,888-488-0755,
2000302,70529,MUDANJIANG BOSEN COMPANY OF WOOD,TRUE,,,,0,0,157013,0,Modaoshi Industrial Zone,MUDANJIANG,HEILONGJIANG,16,,,S - MUDANJIANG BOSEN COMPANY OF WOOD - MUDANJIANG - HEILONGJIANG - 157013,"Goethe, Monica",,86 133 0363 8012,obioak@163.com,86 0453 6333998,
2000303,70533,Mullican Flooring-TN,TRUE,,,,0,0,37601,0,655 Woodlyn Road,Johnson City,TN,225,,,S - Mullican Flooring - Johnson City - TN - 37601,Jessica,Schomich,4237941088,jschomisch@mullicanflooring.com;poakley@mullicanflooring.com,4232839808,
2000304,70736,Mumbai or Nhava Sheva,TRUE,,,,0,0,,0,Port of,Nhava Sheva,,80,,,S - Mumbai or Nhava Sheva,Anand,Mundhra,91 141 2740039,info@sbgranites.com,91 141 2740056,
2000305,71037,"Nanan - XIAMEN RISING STONE CO.,LTD",TRUE,,,,0,0,362300,0,"KUIXIA INDUSTRIAL AREA,SHIJING TOWN",Nanan,Fujian,16,,,"S - XIAMEN RISING STONE CO.,LTD - Nanan - Fujian - 362300",Jason,Chen,86-595-86812571,chinastone@vip.sina.com,86-595-86812571,
2000306,70976,Wilsonville OR,TRUE,,,,0,-1,97070,0,26100 SW 95th Ave Suite 205,Wilsonville,OR,225,,,S - Wilsonville - OR - 97070,Allen,Chen,503 582-0848,orders@wellmadefloors.com; davidtomson@builddirect.com,503 582-8402,
2000307,70575,Nanjing MGM New Materials Co. Ltd,TRUE,,,,0,0,211212,0,Ind. Area of Dongding Town,"Lishui County, Nanjing",Jiangsu,16,,,"S - Nanjing MGM New Materials Co. Ltd - Lishui County, Nanjing - Jiangsu - 211212",Thomas,Corey,0086-25-56612988,thomas@tsrmarketinginc.com,0086-25-56612911,
2000308,70541,Natural Concrete Products Co,TRUE,TRUE,,,0,0,68701,0,3607 E. Hwy 24,Norfolk,NE,225,,,S - Natural Concrete Products Co - Norfolk - NE - 68701,Jon,Hall,402 560 9075,jon@randomstoneblocks.com,402 379 2821,
2000309,70560,Natural Stonage PVT. LTD,TRUE,TRUE,,,0,0,514002,0,"34A, ROAD # 9F, GOLLABALLI INDUSTRIAL AREA, ONGOLE",PRAKASHM DISTRICT,ANDHRA PRADESH,80,,,S - Natural Stonage PVT. LTD - PRAKASHM DISTRICT - ANDHRA PRADESH - 514002,K.S.,Rao,99502-76000,atlanticexports@outlook.com,,
2000310,70567,Naturesort,TRUE,TRUE,,,0,0,77047,0,BRYAN@NATURESORT.COM,Houston,TX,225,,,S - Naturesort - Houston - TX - 77047,Bryan,Fang,713-661-6267,BRYAN@NATURESORT.COM,713-734-1924,
2000311,70571,Neo-Turf,TRUE,TRUE,,,0,0,30720,0,2702-B South Dixie Hwy,Dalton,GA,225,,,S - Neo-Turf - Dalton - GA - 30720,Patrick,Orlando,706-229-0520,patorlando1@gmail.com,,
2000312,70101,New Harbors - Ontario CA,TRUE,TRUE,,,0,0,91764,0,3030 Unit A. Inland Empire Blvd.,Ontario,CA,225,,,S - New Harbors - Ontario - CA - 91764,Orlando,,562 536-2091,teresa.shhfloor@gmail.com,,
2000314,70577,New Spring Flooring,TRUE,TRUE,,,0,0,32224,0,4043 Windsor Park Dr. E.,Jacksonville,FL,225,,,S - New Spring Flooring - Jacksonville - Florida - 32224,Thomas,Corey,904-860-3352,thomas@tsmarketinginc.com,904-329-2321,
2000315,70417,Newark (Mono Serra Group),TRUE,TRUE,,,0,0,7114,0,896 Frelinghuysen Avenue,Newark,NJ,225,,,S - Mono Serra Group - Newark - NJ - 7114,Dick,Maimone,973-954-2000,dick.maimone@dbschenker.com,,
2000316,70585,Newfound Mountain - NC,TRUE,TRUE,,,0,0,28716,0,289 Silkwood Drive,Canton,NC,225,,,S - Newfound Mountain -  Canton - NC - 28716,Jeffrey,Powell,828-226-2326,jeffreypaul60@yahoo.com,,
2000317,70593,NewTech/New Group Asia,TRUE,TRUE,,,0,0,,0,Port of,Port of Yantian,,16,,,S - NewTech/New Group Asia - Port of Yantian,Richard,Lam,281-570-6450,richard@newtechwood.com;stevenchu@builddirect.com,,
2000318,70595,Newtechwood LTD. Houston,TRUE,TRUE,,,0,0,77020,0,5707 Old Clinton Rd.,Houston,TX,225,,,S - Newtechwood LTD - Houston - TX - 77020,Richard,Lam,281 359-2288,richard@newtechwood.com;distribution@newtechwood.com;johndavies@builddirect.com,281 359-2088,
2000319,70599,NextStone,TRUE,TRUE,,,0,-1,80239,0,12330 E. 46th Ave. Suite 400,Denver,CO,225,,,S - NextStone - Denver - CO - 80239,Stephanie,Lambruschini,303-371-8232,slamb@nextstone.com,303-371-8296,
2000320,70034,Port of Shenzhen,TRUE,TRUE,,,0,0,,0,Port of,Shenzhen,Guangdong Province,16,,,S - Port of Shenzhen - Guangdong Province,,,,,,
2000321,70601,NextStone Yantian,TRUE,,,,0,0,,0,,Yantian,,16,,,S - NextStone Yantian,,,,,,
2000322,70612,Norandex Naperville IL - david.bazant,TRUE,,,,0,0,60563,0,720 Frontenac Road,Naperville,IL,225,,,S - Norandex david.bazant - Naperville - IL - 60563,David Bazant,Tori Fessler,630-293-0956,david.bazant@norandex.com;tori.fessler@norandex.com;john.legacki@norandex.com,630-293-5967,
2000323,70614,Norandex Albany NY - russ.kershaw,TRUE,,,,0,0,12205,0,12 Selina Drive,Albany,NY,225,,,S - Norandex russ.kershaw - Albany - NY - 12205,"Russ, Melissa","Kershaw, Peterson",1-518-456-1192,russ.kershaw@norandex.com;melissa.peterson@norandex.com;Michael.clemente@norandex.com,1-518-456-1284,
2000324,69923,Norfolk,TRUE,,,,0,0,23502,0,3700 Village Ave.,Norfolk,VA,225,,,S - Norfolk - VA - 23502,Frank,Aquila,757 435-0718,faquila@eurotile.ca,,
2000325,70465,"Norfolk, NE",TRUE,,,,0,0,68701,0,2500 Old Hadar Rd.,Norfolk,NE,225,,,S - Norfolk - NE - 68701,Tim,Mergard,513-755-0400,tmergard@mpglobalproducts.com,513-755-0460,
2000326,70758,North India - Mumbai - Senna International Inc,TRUE,,,,0,0,,0,,Mumbai,,80,,,S - North India - Mumbai - Senna International Inc,Ravi,Parmar,,sennainc@telus.net,,
2000327,70607,North Mitchell Lumber,TRUE,,,,0,0,V5H1Y7,0,Unit B 3981 Kingsway Ave,Burnaby,BC,9,,,S - North Mitchell Lumber - Burnaby - BC - V5H1Y7,Perry,Saran,6043364192,perry@nmlumber.com,,
2000328,70698,Nova Container Freight Station,TRUE,,,,0,0,90745,0,1710 E. Sepulveda Blvd,Carson,CA,225,,,S - Nova Container Freight Station - Carson - CA - 90745,Denise,Williams,310-604-0060,denisew@novafreight.net,,
2000329,70622,Nydree Flooring S1,TRUE,,,,0,0,16845,0,4608 Quehanna Hwy,Karthaus,PA,225,,,S - Nydree Flooring S1 - Karthaus - PA - 16845,Tony,Edwards,434-455-8467,shipping@nydreeflooring.com,812-263-4173,
2000330,70626,Oak Bay Limited Beijing,TRUE,,,,0,0,100029,0,"Suite 122-Building #4, 33 Hui Xin Xi Jie, Chaoyang",Beijing,Beijing,16,,,S - Oak Bay Limited Beijing - 100029,William Wu,Judy Shan,86-13910283578,wsmang@yahoo.com,,
2000331,70628,Oak Bay Limited Dalian,TRUE,,,,0,0,,0,,Dalian,,16,,,S - Oak Bay Limited - Dalian,,,,,,
2000332,69844,OneStep Logistics,TRUE,,,,0,0,30336,0,"6060 Boat Rock Blvd, Suite 900",Atlanta,GA,225,,,S - OneStep Logistics - Atlanta - GA - 30336,Rodney,Simmons,404-537-4488,orderdesk@easoonusa.com;averychua@easoonusa.com;OrderDesk@OneStepLogistics.com,404-537-4489,
2000333,69846,"OneStep Logistics, CA",TRUE,,,,0,0,91745,0,1705 Green Drive,Industry,CA,225,,,S - OneStep Logistics - Industry - CA - 91745,Daniel,Ho,626-581-3908,orderdesk@easoonusa.com;averychua@easoonusa.com;OrderDesk@OneStepLogistics.com,626-581-3238,
2000334,69848,"OneStep Logistics, NJ",TRUE,,,,0,0,8110,0,"No 455, 37th Street",Pennsauken,NJ,225,,,S - OneStep Logistics - Pennsauken - NJ - 8110,Joyce,Bruner,856-665-6031,orderdesk@easoonusa.com;averychua@easoonusa.com;OrderDesk@OneStepLogistics.com,856-665-7269,
